query_JID,query_title,similar_rank,similar_JID,similarity_score,similar_decision_year,similar_court,similar_title,shared_terms,similar_matched_strong_reduction_terms,similar_json_file,similar_reduction_snippet,similar_delay_snippet
"TPHV,111,建上,33,20231212,1",給付工程款,1,"TPHV,109,建上,7,20230913,2",0.966,2023,臺灣高等法院民事,給付工程款等,過高;展延;工期;逾期;逾期違約金;違約金;遲延;可歸責;酌減;變更設計;承攬;驗收,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202309/臺灣高等法院民事/TPHV,109,建上,7,20230913,2.json","0日、所裝設之台電高壓用電設備經列為缺失 而未改善、未依約投保為由，分別自應付予伊公司之價款中扣 減逾期違約金8,795,038元、台電高壓用電設備費用633,691元 ，及保險費19,482元。惟系爭工程有應展延工期之情事，故伊 公司實際上並未逾期，被上訴人扣減違約金，自屬無據。又縱 認被上訴人扣罰違約金有理由，其扣罰金額亦屬過高，應酌減 為按日以工程結算總金額千分之0.1，或以總工程款千分之0.5 計算。再伊公司係依照被上訴人提供之原設計圖說採購裝設高 壓用電設備，並經被上訴人查驗通過，被上訴人迄至初驗及驗 收時，始以「高壓用電設備未符合屋内線路裝置規則第401條 之規定」為由，恣意扣款，顯有不當。另系爭工程於103年10 月10日即已施作完成，","「國立臺灣師範 大學圖書館校區文化生活館新建工程」（下稱系爭工程）採購 案，並與被上訴人簽訂契約書（下稱系爭契約），約定契約總 價為新臺幣（下同）43,975,188元，伊公司應於決標次日起14 日內開工，於開工日起360日曆天竣工，嗣系爭工程經驗收結 算，被上訴人於106年3月13日通知伊公司領取結算款項時，竟 以伊公司逾期690日、所裝設之台電高壓用電設備經列為缺失 而未改善、未依約投保為由，分別自應付予伊公司之價款中扣 減逾期違約金8,795,038元、台電高壓用電設備費用633,691元 ，及保險費19,482元。惟系爭工程有應展延工期之情事，故伊 公司實際上並未逾期，被上訴人扣減違約金，自屬無據。又縱 認被上訴人扣罰違約金有理由，其扣罰金額"
"TPHV,111,建上,33,20231212,1",給付工程款,2,"PCDV,109,建,93,20220412,1",0.9613,2022,臺灣新北地方法院民事,給付工程款,展延;工期;逾期;逾期違約金;違約金;遲延;過高;可歸責;契約變更;變更設計;酌減;承攬,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202204/臺灣新北地方法院民事/PCDV,109,建,93,20220412,1.json","1萬410元，換算每日逾期計罰3,110元，逾 期465日為144萬6,150元，然因系爭契約並未約定逾分段進 度之逾期違約金額，被告前開計算顯無契約依據，且履約期 間縱遇有被告交付用地遲延等情形，原告仍戮力攢趕工進， 原告於第二階段完工前並無給付義務及給付遲延，被告扣罰 144萬6,150元實屬過苛，請求依民法第252條規定予以酌減 。 ⒊第二階段逾期2天逾期違約金53萬7,816元： 被告於107年11月15日函文向原告表示剩餘土石方於107年11 月15日（30日內）清運至臺中市政府指定地點，係以實際清 運開始至完成為30日，而不包括被告向臺中市政府新建工程 處申請「流向編號」及原告依被告申請「流向編號」而始得","情形之一者，不在此限：二、請求之基礎事實同一者 ；三、擴張或減縮應受判決事項之聲明者，民事訴訟法第25 5 條第1 項但書第2 款、第3 款定有明文。原告起訴時聲明 請求被告給付新臺幣（下同）1,732萬8,593元，及自起訴狀 繕本送達翌日起至清償日止，按週年利率5%計算之利息，嗣 於訴訟中將原請求第一階段逾期違約金82萬4,068元，變更 為請求144萬6,150元，並將請求被告給付總金額變更為1,79 5萬675元（見本院卷三第345頁至第347頁），核乃基於請求 返還同一工程逾期違約金之基礎事實，並擴張應受判決事項 之聲明，與前開規定相符，應予准許。 貳、實體部分 一、原告起訴主張： ㈠原告於民國104年6月2"
"TPHV,111,建上,33,20231212,1",給付工程款,3,"TNHV,110,建上,18,20251226,1",0.9564,2025,臺灣高等法院臺南分院民事,給付工程款,過高;展延;工期;逾期;逾期違約金;違約金;遲延;契約變更;酌減;可歸責;驗收;承攬,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202512/臺灣高等法院臺南分院民事/TNHV,110,建上,18,20251226,1.json","份有限公司00230工程採購投標須知（下稱工程採購投標須 知）第5條第㈢款、99年12月29日採購契約要項（下稱採購契 約要項）第48點第㈡款之規定，縱使上訴人有逾分期之進度 ，但未逾最後竣工期限，被上訴人應將已收取之違約金共計 2,318萬6,007元發還與上訴人。縱認被上訴人得計收逾期違 約金，金額亦屬過高，應予酌減。又系爭契約漏未設計第4 期MH5沉箱擋土牆及第7期#9塔基連接站臨時擋土牆，此部分 上訴人額外支出工程費用為189萬2,337元，被上訴人應予償 還。被上訴人以第4期工程MH5 直井第三節沉箱完成品傾斜 超出標準值為由，為減價收受並扣除驗收罰款及驗收扣款共 45萬1,524元，然第4期工程MH5第","％，則為1億1,637萬1,500元 ），上訴人已於108年1月18日竣工，並於108年6月3日驗收 合格，系爭契約之契約價金歷經3次契約變更、實作實算及 物價指數調整等結算程序後為1億1,593萬0,035元，經扣除 驗收扣款23萬3,791元後，結算總價為1億1,569萬6,244元， 再經嘉南營運處扣除逾期違約金2,318萬6,007 元、其他違 約金105萬0,791元以及結算其他費用後，上訴人實領9,724 萬2,922元。惟系爭工程未逾最後竣工期限，依台灣電力股 份有限公司00230工程採購投標須知（下稱工程採購投標須 知）第5條第㈢款、99年12月29日採購契約要項（下稱採購契 約要項）第48點第㈡款之"
"TPHV,111,建上,33,20231212,1",給付工程款,4,"TPHV,109,建上,85,20250422,1",0.9541,2025,臺灣高等法院民事,給付工程款,展延;工期;逾期;逾期違約金;違約金;遲延;過高;可歸責;酌減;驗收;變更設計;民法第252條,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202504/臺灣高等法院民事/TPHV,109,建上,85,20250422,1.json","天為由，依 系爭契約第17條第1項約定對伊有逾期違約金債權新臺幣（ 下同）1億5,149萬8,826元，於108年6月17日逕自應給付伊 之工程款扣抵，並開立繳款書收據予伊。然系爭工程施工期 間有如附表一所示不可歸責於伊之展延或免計工期事由，伊 並無逾期。又縱認伊之履約仍有遲延，然違約金之約定顯屬 過高，應予酌減，其得一部請求被上訴人返還伊不當扣款1 億4,679萬2,515元。爰依民法第179條前段及系爭契約規定 ，求為判命被上訴人給付1億4,679萬2,515元，及自108年6 月18日起至清償日止，按年息5%計算之利息等語。 二、被上訴人則以：上訴人雖於106年8月18日申報竣工，然因其 施作瑕疵甚多如附表二",日曆天須先 完成初步沉澱池、生物處理池及二次沉澱池於標單總表中大 地工程、結構工程之工作項目，開工日起600日曆天內完成 全部工程，且國定假日、民俗節日、全國性選舉投票日及各 級主管機關臨時公布放假、星期日等均免計履約期日。伊依 約於103年10月11日申報開工，原定竣工日為105年9月30日 ，施工期間因被上訴人已核定展延工期69天，故預定竣工日 展延至106年2月2日。嗣伊於106年8月18日申報竣工，並經 被上訴人確認在案，於同年9月18日辦理初驗，於108年3月1 5日驗收合格。惟被上訴人以系爭工程施工及初驗、部分驗 收、驗收（合稱系爭驗收）之逾期日數超過200天為由，依 系爭契約第17條第1項約定
"TPHV,111,建上,33,20231212,1",給付工程款,5,"TPHV,111,建上,4,20230412,2",0.9528,2023,臺灣高等法院民事,給付工程款,展延;工期;逾期;逾期違約金;過高;違約金;遲延;酌減;變更設計;承攬;驗收;契約變更,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202304/臺灣高等法院民事/TPHV,111,建上,4,20230412,2.json","延工期部分，尚須再展延96天，依此 結果上訴人承攬系爭工程即無遲延，自應返還不當計罰之逾 期違約金405萬4,624元，爰依民法第179條規定請求返還。 縱上訴人有逾期情形，然上訴人已完成系爭工程，被上訴人 並未因此受有損害，尚因被上訴人要求先行使用設置停車場 ，而得收取停車費近4,600萬餘元，違約金亦應予酌減，被 上訴人即不應再對上訴人計罰違約金。 (七)展延工期間接費用部分： 結算數量增加部分相關工期177天，被上訴人應依系爭契約 第20條第12款約定、民法第227條之2規定，給付展延工期所 生相關間接費用1,428萬0821元。 綜上，上開各項目之費用總計3,489萬2,227元（各項請求金 額、請求權基","5頁），核無不合，應予准許。 貳、實體部分 一、上訴人即附帶被上訴人宏展興工程股份有公司（下稱上訴人 ）主張： 兩造於民國101年8月3日簽訂「永和綠寶石運動園區2期（1 區）景觀改善工程」（下稱系爭工程）承攬契約（下稱系爭 契約），約定由上訴人承攬系爭工程，契約金額為新臺幣（ 下同）8,420萬元，工期為自開工日起210日曆天內完工。系 爭工程於101年8月23日開工，契約約定完工期限為102年3月 20日，實際於103年5月5日竣工，同年10月5日完成驗收，同 年12月11日發給結算驗收證明書，上訴人於104年4月17日收 受竣工書圖及結算明細。依系爭工程之招標內容，上訴人原 得於進場後就系爭工程全工區一"
"TCDV,111,建,15,20231226,1",給付工程款,1,"TPHV,111,上易,1295,20240312,1",0.9412,2024,臺灣高等法院民事,給付工程款,工期;逾期;違約金;遲延;過高;保留款;工程款;承攬;酌減;issue_partial_completion;第252條;逾期違約金,酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202403/臺灣高等法院民事/TPHV,111,上易,1295,20240312,1.json",違約金，該契約條款約定文義未明訂為懲罰性違約金，且未 約定被上訴人除支付上開違約金外，上訴人仍得再請求被上 訴人賠償因未按通知進場施作而生之其他債務，是核其約定 意旨，非屬懲罰性違約金約定，堪認上述約定「逾期一日罰 新台幣三十萬元整」內容乃損害賠償總額預定性質違約金無 誤。 ⑹又按約定之違約金額過高者，法院得減至相當之數額。民法 第252條定有明文。而契約當事人約定之違約金是否過高， 應依一般客觀之事實、社會經濟狀況、當事人實際上所受損 害及債務人如能如期履行債務時，債權人可享受之一切利益 為衡量標準，庶符實情而得法理之平（最高法院109年度台 簡上字第20號判決參照）。上訴人雖主張被上訴人應負自11,"上訴人因契約承擔已概括承受系爭工程合約除抿石子工程外所生權利義務，系爭工程磁磚工項之樓梯磁磚於110年2月4日遭破壞，詎被上訴人拒絕修復，致伊支出82萬6,200元修繕費用，加計系爭工程合約「工程合約補充說明」「二、延期罰款」第4項所約定15%管理費用即12萬3,930元，被上訴人應負擔95萬0,130元修繕費用，且被上訴人自同年2月20日起至同年9月9日止逾期201日未進場施工，依系爭工程合約「工程合約補充說明」「二、延期罰款」第1項逾期1日罰30萬元約定，被上訴人應賠償6,030萬元逾期違約金，另因被上訴人拒絕進場施作致使系爭工程逾期完工，伊遭龍泰公司計罰工期延宕罰款400萬元，按系爭工程合約「工程合約補充說明」「二、延期罰款」第3項約定，應由被上訴人負賠償責任，伊因被上訴人不完全給付或遲延給付所得請求被上訴人"
"TCDV,111,建,15,20231226,1",給付工程款,2,"TCDV,109,建,158,20240126,3",0.94,2024,臺灣臺中地方法院民事,給付工程款,逾期;過高;違約金;保留款;工程款;遲延;工期;承攬;逾期違約金;酌減;民法第252條;第252條,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202401/臺灣臺中地方法院民事/TCDV,109,建,158,20240126,3.json","，逾期 每日扣罰承攬總金額百分之1等語（見調解卷第35頁）。是 被告主張原告逾期21日未完工，應依承攬總金額10,889,807 元（見調解卷第45頁）按日課以百分之1之違約金，即2,286 ,859元（計算式：10,889,807元×1％×21日＝2,286,859元，元 以下四捨五入），固屬依約有據。惟按民法第252條規定： 「約定之違約金額過高者，法院得減至相當之數額。」故約 定之違約金茍有過高情事，法院即得依此規定核減至相當之 數額，並無應待至債權人請求給付後始得核減之限制。此項 核減，法院得以職權為之，亦得由債務人訴請法院核減（最 高法院79年度台上第1612號判決意旨參照）。另按法院依民 法第252條規定",處理。又土方開挖運土時 ，車輛輪胎會沾黏土壤導致廠區道路汙染，及物料搬移整理 、協助模板拆除、混凝土餘漿清理等，因多次依合約要求原 告施作卻未置理，礙於業主限期改善將至，故由被告雇工處 理。而系爭工程期間固定為120工作天，原告自有於約定之 工程期限内，完成「全部工程項目」之義務，否則即應負擔 給付遲延之責任。又原告不爭執其至少在108年7月15日仍未 完成全部工程項目，姑且不論原告實際退場之時間，堪認原 告自108年6月24日後即已陷入給付遲延，應就全部之工程項 目負債務不履行責任，故被告主張得依系爭契約第10條第1 項計算逾期違約金，並得自保留款内逕自扣除之，經扣除後 ，原告之保留款債權即歸於消滅，被告
"TCDV,111,建,15,20231226,1",給付工程款,3,"TPDV,112,建,47,20240906,1",0.933,2024,臺灣臺北地方法院民事,損害賠償等,過高;逾期;違約金;遲延;工期;酌減;工程款;承攬;保留款;民法第252條;逾期違約金;第252條,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣臺北地方法院民事/TPDV,112,建,47,20240906,1.json",次工程承攬 關係之意思及效果，縱認第二次工程遲延情事係可歸責於伊 ，至多僅有110年9月30日至同年11月30日期間所生之遲延損 害可歸於伊負責。況且，系爭切結書並未有如系爭契約第27 條第2項設有違約金計罰上限之約定，衡諸兩造利益、原告 所受損害程度等因素，原告請求之違約金數額顯屬過苛，爰 請求依民法第252條規定酌減其數額。 ㈢時效抗辯：附表一所示原告主張之請求權，均應適用民法第5 14條第1項的1年短期時效，各項請求已經一部或全部罹於時 效。 三、兩造不爭執事項（見本院卷㈢第91頁）： ㈠長泰金公司於108年4月22日與被告簽立系爭契約，將系爭建 案以470萬元總價交由被告承攬；並委由原告協助管理系爭 建案。,中一訴訟有管轄權之 法院合併提起之，民事訴訟法第248條前段定有明文。 ㈡查，緣訴外人長泰金建設股份有限公司（下稱長泰金公司） 於民國108年4月22日與被告簽立工程承攬合約書（下稱系爭 契約），其第31條合意以本院為第一審管轄法院（見本院卷 ㈠第46頁）；嗣後並於110年5月11日將系爭契約因被告給付 遲延所生相關債權均讓與原告。原告於本件基於前揭自長泰 金公司受讓所得債權以及自身與被告之約定為請求（請求權 詳見附表「原告主張」、「請求權」欄位），依上開民事訴 訟法之規定與說明，得就全部訴訟合併向系爭契約合意管轄 法院即本院起訴，先予敘明。 二、原告起訴時公司名稱原為「極鼎建聯有限公司」，於本院審 理中變更公
"TCDV,111,建,15,20231226,1",給付工程款,4,"TPHV,109,重上,532,20220510,2",0.9245,2022,臺灣高等法院民事,給付工程違約金等,過高;工期;逾期;違約金;遲延;工程款;逾期違約金;酌減;承攬;保留款;民法第252條;issue_partial_completion,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202205/臺灣高等法院民事/TPHV,109,重上,532,20220510,2.json",47條第1項第2款約定得終止契約事由，上訴人終止契約不合 法。縱認伊遲延完工，惟本件屬系爭契約第46條第3項所指 定有分段進度及最後履約期限之契約，逾期違約金計算應依 該條項計算，非依同條第1項約定；又伊已完成全部工作， 上訴人並未具體指明其因伊給付遲延而受何具體損害，其扣 罰工程總價20%之逾期違約金顯屬過高，應予酌減。上訴人 所指中庭內階梯、噴水池、地下室8號停車位後方2扇窗戶及 66/68、70/72號大廳門窗、地下室停車場頂板及堵塞排水孔 之損害，均非與伊施工相關，上訴人不得依民法第227條第2 項規定請求伊賠償。伊為履行系爭契約，在上訴人同意及交 付下使用系爭社區大廳及停車位作施工必要之設施，非無法,"植栽覆土工程等工作未完成。伊於107年7月26日發函 催促被上訴人盡速完工並改善瑕疵，惟未據改善，被上訴人 施工進度落後達10%以上，已符合系爭契約第47條第1項第2 款終止或解除契約事由，伊乃據以於107年9月28日委託律師 發函終止系爭契約。依系爭契約第46條第1項約定，被上訴 人未依約定期限完工時，應按逾期日數每日給付結算總價千 分之一違約金，但其最高金額以結算總價20%為上限。系爭 工程經兩造合意追減附表一所示工程金額共計369萬5,941元 後，契約總價為4,259萬4,059元，被上訴人自105年11月25 起即已逾期，迄107年9月28日終止契約時仍未完成全部工作 ，應計罰之違約金已逾結算總價之20%，"
"TCDV,111,建,15,20231226,1",給付工程款,5,"TCDV,113,建,11,20260318,2",0.9212,2026,臺灣臺中地方法院民事,給付工程款等,過高;工期;逾期;違約金;遲延;工程款;酌減;承攬;民法第252條;第252條;逾期違約金;issue_partial_completion,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202603/臺灣臺中地方法院民事/TCDV,113,建,11,20260318,2.json",元/日）。系爭合約總價1326萬7800元，千分之1為1萬3268 元（1326萬7800元×1‰=1萬3268元，元以下4捨5入）。原告 逾期12日，被告依約得請求原告給付逾期罰款15萬9216元（ 1萬3268元×12=15萬9216元）。 3.系爭契約約定事項第3條約定之逾期罰款，性質為違約金， 依民法第252條第2項規定，視為因原告遲延完工所生損害之 賠償總額。原告雖主張前開違約金過高而應酌減至0元云云 。然按約定之違約金額過高者，法院得減至相當之數額，為 民法第252條所明定，此規定乃係賦與法院得依兩造所提出 之事證資料，斟酌社會經濟狀況並平衡兩造利益而為妥適裁 量、判斷之權限，非謂法院須依職權蒐集、調查有關當事,發票向被告工地負責人請款。原告於 111年8月10日進場施作，至同年10月1日完成全部758片鋼板 樁之打設，嗣於112年6月26日至7月18日完成全部鋼板樁之 拔除，依契約約定打設部分得請款80%、拔除部分得請款20% ，其餘品項則依完成計價100%。原告於112年7月檢具請款單 ，向被告請求工程款及鋼板樁逾期租金合計381萬0387元（ 含稅），然被告以工程造成鄰損為由拒絕給付。兩造雖於11 1年8月26日召開鋼板樁停工會議，然僅記載因鄰房抗議要求 停工，並未指出原告施工有任何不當，原告施工期間亦未曾 接獲任何施工警告或主管機關開單告發之情事，且被告自始 未說明鄰房有何受損，縱有鄰損被告亦未舉證該損害係因原
"TCDV,112,建,3,20240219,2",給付工程款,1,"TPDV,109,建,326,20221130,1",0.9673,2022,臺灣臺北地方法院民事,給付工程款等,逾期;逾期違約金;違約金;遲延;工期;過高;保留款;可歸責;工程款;承攬;酌減;民法第252條,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202211/臺灣臺北地方法院民事/TPDV,109,建,326,20221130,1.json",水箱，排煙機規格變更設計、將排煙機直接吊掛於屋頂之安 全性疑慮等影響排煙工程施作，均屬可歸責反訴原告之事由 所致，縱認伊應負部分責任，依民法第217條規定，反訴原 告對損害之發生或擴大與有過失，法院得減輕或免除賠償金 額。又系爭消防排煙工程僅95萬元，系爭消防設備工程僅15 0萬元，反訴原告請求之違約金過高，應依民法第252條規定 酌減等語，資為抗辯。 ㈤並聲明： ⒈反訴原告之訴駁回。 ⒉願供擔保，請准宣告免為假執行。 參、兩造不爭執事項（本院卷二第74、88頁）： 一、兩造於107年8月間分別簽訂「消防排煙工程」（即系爭消防 排煙工程）之工程承攬合約書（即系爭契約）、「消防設備 （含消防設計繪圖送審與竣工查驗）」,律關係發生，或本訴標的之法律關係發生之原因，與反訴標 的之法律關係發生之原因，其主要部分相同，均可認兩者間 有牽連關係（最高法院70年度台抗字第522號裁定意旨參照 ）。本件原告起訴請求被告給付工程款、賠償因契約終止所 受損害（本院卷一第12至14頁），被告於本院審理時提起反 訴請求原告賠償重新發包所受損失、逾期違約金（本院卷一 第163至173頁），經核與本訴間訴訟標的具相關性，攻擊防 禦方法相牽連，且無民事訴訟法第260條所定不得提起反訴 之情形，應予准許。 參、又按訴狀送達後，原告不得將原訴變更或追加他訴，但因請 求之基礎事實同一、擴張或減縮應受判決事項之聲明、不甚 礙被告之防禦及訴訟之終結者，不在此限，民事
"TCDV,112,建,3,20240219,2",給付工程款,2,"TPDV,112,建,183,20250110,1",0.9544,2025,臺灣臺北地方法院民事,給付違約金等,工期;逾期;逾期違約金;違約金;遲延;保留款;可歸責;工程款;承攬;過高;酌減;完工期限,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202501/臺灣臺北地方法院民事/TPDV,112,建,183,20250110,1.json","月13日起至 107年10月15日止，該段期間非屬可歸責於王田公司所造成 之遲延，原告主張此段期間應予計罰逾期違約金，顯非合理 。再者，系爭契約第7條第4款約定之違約金係屬損害賠償總 額預定性質，系爭工程既已完工並取得使用執照，縱有遲延 情事，原告並未因此受有損害，應不得對伊主張計罰違約金 ，或應依民法第252條規定，將違約金數額酌減至0元；且有 關違約金之計算基準，應以兩造就系爭工程結算後之總價（ 詳後述）為準，原告主張以契約金額5,500萬元為基準，按 日計算逾期違約金，亦有違誤。 ⒉至原告主張鄰損賠償事件部分，張一凡主張之鄰損情況與王 田公司施工無關，且張一凡已領取107年鄰損提存款，等於 是張一凡與王田公","04年8月24日簽訂系爭契約，約定由被 告宏笙公司承攬坐落臺北市○○區○○段○○段000地號(下稱系爭 土地)上之系爭工程，工程總價為新臺幣（下同）5,500萬元 （以下均含稅)，自簽約日起配合工地進度正式開工，自開 工日起算410個日曆天内完工；如未按期限完工，依系爭契 約第7條第4款約定，被告宏笙公司應依逾期日數，每日按工 程總價千分之零點五計賠伊之損失，作為遲延罰金。嗣於系 爭工程進行中，被告宏笙公司因故將系爭契約之所有權利義 務轉讓由被告王田營造股份有限公司（簽約當時原名稱：榮 俊營造有限公司，負責人鍾仁鴻，下稱王田公司）概括承受 ，並洽得被告李金台同意擔任連帶保證人，四方於106年3月 6日共同簽"
"TCDV,112,建,3,20240219,2",給付工程款,3,"TPDV,112,建,47,20240906,1",0.9543,2024,臺灣臺北地方法院民事,損害賠償等,逾期;違約金;遲延;工期;過高;可歸責;工程款;承攬;酌減;逾期違約金;民法第252條;保留款,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣臺北地方法院民事/TPDV,112,建,47,20240906,1.json",次工程承攬 關係之意思及效果，縱認第二次工程遲延情事係可歸責於伊 ，至多僅有110年9月30日至同年11月30日期間所生之遲延損 害可歸於伊負責。況且，系爭切結書並未有如系爭契約第27 條第2項設有違約金計罰上限之約定，衡諸兩造利益、原告 所受損害程度等因素，原告請求之違約金數額顯屬過苛，爰 請求依民法第252條規定酌減其數額。 ㈢時效抗辯：附表一所示原告主張之請求權，均應適用民法第5 14條第1項的1年短期時效，各項請求已經一部或全部罹於時 效。 三、兩造不爭執事項（見本院卷㈢第91頁）： ㈠長泰金公司於108年4月22日與被告簽立系爭契約，將系爭建 案以470萬元總價交由被告承攬；並委由原告協助管理系爭 建案。,中一訴訟有管轄權之 法院合併提起之，民事訴訟法第248條前段定有明文。 ㈡查，緣訴外人長泰金建設股份有限公司（下稱長泰金公司） 於民國108年4月22日與被告簽立工程承攬合約書（下稱系爭 契約），其第31條合意以本院為第一審管轄法院（見本院卷 ㈠第46頁）；嗣後並於110年5月11日將系爭契約因被告給付 遲延所生相關債權均讓與原告。原告於本件基於前揭自長泰 金公司受讓所得債權以及自身與被告之約定為請求（請求權 詳見附表「原告主張」、「請求權」欄位），依上開民事訴 訟法之規定與說明，得就全部訴訟合併向系爭契約合意管轄 法院即本院起訴，先予敘明。 二、原告起訴時公司名稱原為「極鼎建聯有限公司」，於本院審 理中變更公
"TCDV,112,建,3,20240219,2",給付工程款,4,"TPDV,114,建,167,20260424,1",0.9484,2026,臺灣臺北地方法院民事,給付工程款,工期;逾期;違約金;遲延;逾期違約金;工程款;承攬;過高;酌減;驗收;可歸責;完工期限,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202604/臺灣臺北地方法院民事/TPDV,114,建,167,20260424,1.json","。 ❷、再系爭工程之逾期日數為33日，逾期天數已超過30天，則依 系爭契約第19條第1項約定，應視為違約，被告另得依系爭 契約第22條第2項約定，計罰契約總價10％之懲罰性違約金， 依此計算懲罰性違約金為66萬6,650元【計算式：666萬6,50 0元×0.1】。 ⑨、被告請求原告給付之逾期違約金及懲罰性違約金應酌減至共 計33萬3325元： ❶、按約定之違約金過高者，法院得減至相當之數額，民法第252 條定有明文；而衡量違約金是否相當，即須依一般客觀事實 、社會經濟狀況及當事人所受損害情形，以為斟酌之標準。 又約定之違約金是否過高，應就債務人若能如期履行債務時 ，債權人可得享受之一切利益為衡量之標準。上開違約金酌","甚多玻璃工項未完整施打矽利康，被告催告未果，方委請訴 外人呈鑫玻璃有限公司施作，共計支出費用1萬9,192元（未 稅）。 ⑷、綜上，被告代雇工支出費用共計12萬8,731元（未稅），含稅 金額為13萬5,168元，依系爭契約第10條第1項約定，以1.5 倍計算之金額為20萬2,751元，並得自工程款中扣抵。 ⒉、遲延違約金361萬9,910元： 兩造約定原告應於113年9月19日前將系爭工程完工，然原告 未如期完工，被告為免延誤工期，另委請其他廠商施工，方 於114年3月20日LaLaport南港開幕日前將系爭工程完工，是 計算至開幕日前1日即114年3月19日，原告逾期181日，依系 爭契約第19條第1項約定，每逾1日被告"
"TCDV,112,建,3,20240219,2",給付工程款,5,"TYDV,109,建,96,20240628,1",0.9478,2024,臺灣桃園地方法院民事,給付違約金等,工期;逾期;逾期違約金;過高;違約金;遲延;工程款;承攬;完工期限;酌減;保留款;可歸責,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202406/臺灣桃園地方法院民事/TYDV,109,建,96,20240628,1.json",被告履行完畢後之108年11月18日解除 系爭工程契約，自不生效力。又系爭工程之工程期間應扣除 下雨天數及星期假日，自系爭工程開工起算500個工作天， 再加計下雨天數及星期假日，被告自108年4月24日始負遲延 責任，又原告於施工期間屢次變更設計，致被告遲遲無法如 期完工，應不可歸責於被告，且原告主張之違約金過高，請 予酌減。另原告既已主張違約金，再主張利息及營業損失為 重複請求，於法不合。且原告所謂利息及營業損失，未見原 告舉證，自不得向被告請求。再者，原告請求代墊之工程款 項、水電工程款項，乃其自行發包，為被告工程完工後之二 次施工。被告早已履行完成工程合約，被告未施作該部分工 程，亦未領取該部分工程款,"6日與被告簽署工程合約書（下稱系爭合 約），由被告以85,575,000元之總價，承攬原告之奇異果快 旅店中壢店新建工程（下稱系爭工程），然系爭工程期間之 前期，被告尚依照約定之工程進度履行合約，惟至系爭工程 中後期，被告出現財務週轉不靈之情形，而未能支付下包廠 商之工程款，以致影響工程進度，而使系爭工程發生遲延情 事。原告多次召集會議協調被告與下包廠商，並一再敦促被 告盡速完工，被告仍未能如期完工，原告為能盡速完成系爭 工程以供營運，僅得將未完工或未發包之工程另促請其他廠 商施工，並由原告先行代墊相關之工程款項1,701,710元， 又系爭工程除主體結構工程外，被告亦有負責水電工程，該 水電工程之款項金額"
